M1M1,M1M2,M1M3,M1M4,M1M5,M1M6,M1M7,M1M8,M2M1,M2M2,M2M3,M2M4,M2M5,M2M6,M2M7,M2M8,M3M1,M3M2,M3M3,M3M4,M3M5,M3M6,M3M7,M3M8,M4M1,M4M2,M4M3,M4M4,M4M5,M4M6,M4M7,M4M8,M5M1,M5M2,M5M3,M5M4,M5M5,M5M6,M5M7,M5M8,M6M1,M6M2,M6M3,M6M4,M6M5,M6M6,M6M7,M6M8,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M7M7,M7M8,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7,M8M8
17.328071290000008,-11.286744780000006,-692.2759366817603,-8763.609987686812,136.27014720000005,-161.85972104500007,-12420.547105438945,-1555.2909522913212,-11.286744780000006,7.351689960000006,450.918148009447,5708.230744616241,-88.76039040000005,105.42831519000006,8090.19901066307,1013.0482350500131,-692.2759366817603,450.918148009447,27657.202263773022,350116.0753211279,-5444.145641822399,6466.477897176044,496214.8260827976,62135.6227586331,-8763.609987686812,5708.230744616241,350116.0753211279,4432164.360993001,-68918.13884183714,81859.97415492877,6281647.209552727,786582.8282415353,136.27014720000005,-88.76039040000005,-5444.145641822399,-68918.13884183714,1071.6456960000003,-1272.8853456000004,-97676.7554816944,-12231.005024193117,-161.85972104500007,105.42831519000006,6466.477897176044,81859.97415492877,-1272.8853456000004,1511.9149072225005,116019.04540136676,14527.811864841748,-12420.547105438945,8090.19901066307,496214.8260827976,6281647.209552727,-97676.7554816944,116019.04540136676,8902894.48932823,1114813.311435617,-1555.2909522913212,1013.0482350500131,62135.6227586331,786582.8282415353,-12231.005024193117,14527.811864841748,1114813.311435617,139596.0292288966
597.6998144100002,-644.6593407300002,-7121.895336229797,-16142.673568025148,453.3325201200001,-258.004800675,-123218.50375539437,-27313.71340386474,-644.6593407300002,695.3083396900003,7681.441823323992,17410.9562176377,-488.94953036000004,278.275483275,132899.42121715433,29459.671981335334,-7121.895336229797,7681.441823323992,84860.981980193,192348.1132613094,-5401.686068768355,3074.2575827399114,1468210.7407026733,325456.698189075,-16142.673568025148,17410.9562176377,192348.1132613094,435981.2461729583,-12243.602413179728,6968.192353198489,3327884.726929794,737688.6336235818,453.3325201200001,-488.94953036000004,-5401.686068768355,-12243.602413179728,343.83543184,-195.68680409999996,-93456.53702099265,-20716.410199042984,-258.004800675,278.275483275,3074.2575827399114,6968.192353198489,-195.68680409999996,111.37108556249997,53188.849543585144,11790.315159148044,-123218.50375539437,132899.42121715433,1468210.7407026733,3327884.726929794,-93456.53702099265,53188.849543585144,25402048.48934969,5630844.809530467,-27313.71340386474,29459.671981335334,325456.698189075,737688.6336235818,-20716.410199042984,11790.315159148044,5630844.809530467,1248183.3219990009
9856.89566761,-9575.292486450002,-63065.924366755215,-242723.9917471737,3413.9868389199996,-2799.1042476499997,-300679.6577470086,-31818.45344559926,-9575.292486450002,9301.734470250001,61264.184191820365,235789.57237977965,-3316.4521194,2719.1362042499995,292089.49396857957,30909.42711398093,-63065.924366755215,61264.184191820365,403505.41898326355,1552985.1813107207,-21843.209366608997,17909.096609091008,1923794.3865436644,203579.32620319995,-242723.9917471737,235789.57237977965,1552985.1813107207,5977027.469538708,-84068.7110078646,68927.35595636204,7404173.608669625,783522.7532047201,3413.9868389199996,-3316.4521194,-21843.209366608997,-84068.7110078646,1182.4520142399995,-969.4842457999996,-104141.95593572274,-11020.48605982694,-2799.1042476499997,2719.1362042499995,17909.096609091008,68927.35595636204,-969.4842457999996,794.8734422499996,85385.27093750506,9035.620462727873,-300679.6577470086,292089.49396857957,1923794.3865436644,7404173.608669625,-104141.95593572274,85385.27093750506,9172082.127230173,970605.9610126378,-31818.45344559926,30909.42711398093,203579.32620319995,783522.7532047201,-11020.48605982694,9035.620462727873,970605.9610126378,102711.2403143907
72.04105129000007,-73.13002320000005,-11.031461815226496,-14626.887132226242,120.67217721,-67.52092665499998,-26280.08017260575,-11533.347031373727,-73.13002320000005,74.23545600000006,11.198213296887435,14847.98703197112,-122.4962568,68.54157239999998,26677.329637849023,11707.685005633568,-11.031461815226496,11.198213296887435,1.689219515841412,2239.777793153599,-18.47822166966546,10.339306697856776,4024.2014203564663,1766.0719145559683,-14626.887132226242,14847.98703197112,2239.777793153599,2969776.5835988456,-24500.729576328096,13709.141601367797,5335787.854666116,2341678.282922514,120.67217721,-122.4962568,-18.47822166966546,-24500.729576328096,202.13161928999983,-113.10075409499987,-44020.3805315913,-19318.903206893454,-67.52092665499998,68.54157239999998,10.339306697856776,13709.141601367797,-113.10075409499987,63.28441152249991,24631.169785113096,10809.7017609756,-26280.08017260575,26677.329637849023,4024.2014203564663,5335787.854666116,-44020.3805315913,24631.169785113096,9586792.551075019,4207285.696357664,-11533.347031373727,11707.685005633568,1766.0719145559683,2341678.282922514,-19318.903206893454,10809.7017609756,4207285.696357664,1846420.7748806307
12007.776399999999,-12064.675814999999,-2332.7813731859646,-389043.58795447747,3094.791234,-4286.336759,-1023009.6164849582,-77788.0353729357,-12064.675814999999,12121.8448505625,2343.8353677837636,390887.08935113164,-3109.456048275,4306.6477679625,1027857.1958184115,78156.63764860094,-2332.7813731859646,2343.8353677837636,453.1953922029556,75580.49093399511,-601.2329930272857,832.7175837982373,198742.68960623114,15112.08019952098,-389043.58795447747,390887.08935113164,75580.49093399511,12604741.151616817,-100269.07943134458,138874.32413402756,33144798.708047405,2520278.140873502,3094.791234,-3109.456048275,-601.2329930272857,-100269.07943134458,797.62750929,-1104.727218915,-263662.5706484134,-20048.485411690654,-4286.336759,4306.6477679625,832.7175837982373,138874.32413402756,-1104.727218915,1530.0653676025001,365176.99679600704,27767.482031844513,-1023009.6164849582,1027857.1958184115,198742.68960623114,33144798.708047405,-263662.5706484134,365176.99679600704,87155909.68371974,6627197.707810858,-77788.0353729357,78156.63764860094,15112.08019952098,2520278.140873502,-20048.485411690654,27767.482031844513,6627197.707810858,503921.6459078215
3703.2458284900003,-3091.84876182,-485003.82394349173,-19454.890149932657,2191.01038806,-1781.311856025,-217784.6553183353,-17436.83717178793,-3091.84876182,2581.39189476,404930.8476907394,16242.934119753058,-1829.27979108,1487.2215109499998,181828.92739906284,14558.056882124978,-485003.82394349173,404930.8476907394,63519604.188881,2547952.945636698,-286950.5470940634,233293.46789820772,28522651.619019613,2283654.1502958992,-19454.890149932657,16242.934119753058,2547952.945636698,102205.67801200422,-11510.406921716383,9358.068053470193,1144125.1112640258,91603.89762127092,2191.01038806,-1829.27979108,-286950.5470940634,-11510.406921716383,1296.3024176399997,-1053.90594135,-128851.40880779842,-10316.434054791313,-1781.311856025,1487.2215109499998,233293.46789820772,9358.068053470193,-1053.90594135,856.8353480624999,104757.39568632752,8387.356990110531,-217784.6553183353,181828.92739906284,28522651.619019613,1144125.1112640258,-128851.40880779842,104757.39568632752,12807725.516689714,1025445.1767918937,-17436.83717178793,14558.056882124978,2283654.1502958992,91603.89762127092,-10316.434054791313,8387.356990110531,1025445.1767918937,82101.83839710664
2518.26323329,-3420.7216435699997,-1281426.0934338167,-32460.56985715158,4945.33017279,-5067.77498479,-23589.565817520415,-118869.19954054798,-3420.7216435699997,4646.589922809999,1740644.8676605138,44093.314950203734,-6717.56539707,6883.890193069999,32043.250001704084,161467.80775215643,-1281426.0934338167,1740644.8676605138,652057660.7028421,16517662.122375567,-2516446.6685953094,2578753.092732475,12003624.073823754,60486962.59518793,-32460.56985715158,44093.314950203734,16517662.122375567,418418.76636320504,-63745.61380972323,65323.93505947563,304070.97200839606,1532231.382542407,4945.33017279,-6717.56539707,-2516446.6685953094,-63745.61380972323,9711.57033729,-9952.025749290002,-46324.85995039944,-233433.67418157886,-5067.77498479,6883.890193069999,2578753.092732475,65323.93505947563,-9952.025749290002,10198.43476129,47471.84884080004,239213.41817256645,-23589.565817520415,32043.250001704084,12003624.073823754,304070.97200839606,-46324.85995039944,47471.84884080004,220972.7752456312,1113494.7169817218,-118869.19954054798,161467.80775215643,60486962.59518793,1532231.382542407,-233433.67418157886,239213.41817256645,1113494.7169817218,5610964.895417442
9808.485828840001,-9376.74539541,-148605.26423511843,-241920.9902524363,2466.22939182,-3019.3654086,-243922.927566518,-68563.99844479843,-9376.74539541,8964.0088944025,142064.10158163295,231272.3463118706,-2357.6732940549996,2886.46190515,233186.16428737508,65546.01473938159,-148605.26423511843,142064.10158163295,2251471.3222561767,3665268.351082128,-37365.0609106472,45745.44962363921,3695599.06967954,1038791.4387302037,-241920.9902524363,231272.3463118706,3665268.351082128,5966850.189316217,-60828.2121287745,74471.0123793746,6016226.888828992,1691093.8843038331,2466.22939182,-2357.6732940549996,-37365.0609106472,-60828.2121287745,620.1046236099999,-759.1842252999999,-61331.57592321996,-17239.617932471498,-3019.3654086,2886.46190515,45745.44962363921,74471.0123793746,-759.1842252999999,929.4571689999999,75087.27266478489,21106.189965715814,-243922.927566518,233186.16428737508,3695599.06967954,6016226.888828992,-61331.57592321996,75087.27266478489,6066012.18892288,1705087.9736346952,-68563.99844479843,65546.01473938159,1038791.4387302037,1691093.8843038331,-17239.617932471498,21106.189965715814,1705087.9736346952,479281.10054620804
12769.113000250001,-13152.902248425,-102918.8618751581,-451113.0687858285,9177.39210775,-7990.785157299999,-983836.9808205611,-135029.4098039309,-13152.902248425,13548.2266899225,106012.19753765245,464671.7510144093,-9453.228371174999,8230.95668901,1013407.2458177063,139087.86207615607,-102918.8618751581,106012.19753765245,829524.5041273023,3635964.66062587,-73969.6446176955,64405.61015178741,7929711.510483262,1088335.0453882583,-451113.0687858285,464671.7510144093,3635964.66062587,15937128.978761744,-324223.10908337083,282302.1156009251,34757443.182957046,4770380.795580547,9177.39210775,-9453.228371174999,-73969.6446176955,-324223.10908337083,6595.957440249998,-5743.121596299999,-707101.4050011483,-97048.07529109296,-7990.785157299999,8230.95668901,64405.61015178741,282302.1156009251,-5743.121596299999,5000.554653159998,615675.4931520979,84500.07480074027,-983836.9808205611,1013407.2458177063,7929711.510483262,34757443.182957046,-707101.4050011483,615675.4931520979,75802853.71514578,10403770.947980545,-135029.4098039309,139087.86207615607,1088335.0453882583,4770380.795580547,-97048.07529109296,84500.07480074027,10403770.947980545,1427894.1310677524
159.3224572899999,-181.6891728899999,-3129.3609978428017,-17713.787763737964,1211.1929921799997,-1308.0685135649996,-58705.574185031335,-28145.44182112699,-181.6891728899999,207.19587248999989,3568.680906906716,20200.563701351846,-1381.2280873799998,1491.7036201649996,66947.04186175234,32096.680732184173,-3129.3609978428017,3568.680906906716,61465.91272437247,347928.5814115169,-23789.867260768853,25692.66541882195,1153076.2036654525,552823.8102791099,-17713.787763737964,20200.563701351846,347928.5814115169,1969454.1640643377,-134662.84646458246,145433.65966006194,6527002.529023196,3129266.215299399,1211.1929921799997,-1381.2280873799998,-23789.867260768853,-134662.84646458246,9207.669083560002,-9944.13119073,-446288.49732959765,-213965.8305263823,-1308.0685135649996,1491.7036201649996,25692.66541882195,145433.65966006194,-9944.13119073,10739.498155402502,481984.2379308673,231079.57831442874,-58705.574185031335,66947.04186175234,1153076.2036654525,6527002.529023196,-446288.49732959765,481984.2379308673,21631253.365124516,10370755.955597244,-28145.44182112699,32096.680732184173,552823.8102791099,3129266.215299399,-213965.8305263823,231079.57831442874,10370755.955597244,4972091.874433861
