M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M2M2,M3M3,M4M4,M5M5,M6M6,M7M7,M8M8,M2M1,M3M1,M3M2,M4M1,M4M2,M4M3,M5M1,M5M2,M5M3,M5M4,M6M1,M6M2,M6M3,M6M4,M6M5,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7,target
0.166289592760181,-0.17931518260335835,0.006571104458897232,-0.5078407713341333,-0.6250926612305412,0.6787094992636232,-0.07637390871456573,0.4716346671722715,0.30439817357114624,0.3260005343121492,-6.006794066255027e-05,0.7487330178933651,-0.6463971361291807,-0.6643937592580235,0.006087895457940305,-0.2883447961743323,-0.3152845356796628,0.010785420315266461,-0.0174777020988507,-0.5823686252942316,0.5888220188966584,-0.008488897329652011,-0.5175835232869015,0.5525634056811217,0.00698423783771675,0.23367943879165495,0.5879788337844978,-0.6297513805021108,-0.007011632558328781,-0.3451197811410486,0.6572569141473471,-0.09200962934884253,0.0977651658673419,0.0006347842575618405,0.149722510005195,-0.0373006555119693,0.04799988286959499,0.5028393076074363,-0.5404301573773502,-0.004610153944582371,-0.35587371364072945,0.4426745838956445,-0.4434023641894725,0.016700437105230392,-1.0
-0.166289592760181,0.17931518260335835,-0.006571104458897232,0.5078407713341333,0.6250926612305412,-0.6787094992636232,0.07637390871456573,-0.4716346671722715,-0.30439817357114624,-0.3260005343121492,6.006794066255027e-05,-0.7487330178933651,0.6463971361291807,0.6643937592580235,-0.006087895457940305,0.2883447961743323,0.3152845356796628,-0.010785420315266461,0.0174777020988507,0.5823686252942316,-0.5888220188966584,0.008488897329652011,0.5175835232869015,-0.5525634056811217,-0.00698423783771675,-0.23367943879165495,-0.5879788337844978,0.6297513805021108,0.007011632558328781,0.3451197811410486,-0.6572569141473471,0.09200962934884253,-0.0977651658673419,-0.0006347842575618405,-0.149722510005195,0.0373006555119693,-0.04799988286959499,-0.5028393076074363,0.5404301573773502,0.004610153944582371,0.35587371364072945,-0.4426745838956445,0.4434023641894725,-0.016700437105230392,1.0
0.8099547511312217,-0.8723749397167785,0.08186614773191062,-0.8057012454722365,-0.6389918458117124,0.6880062592047129,-0.0745051149129052,0.5058499479361432,0.9632956991609191,0.9833517980620803,-0.006912448530437328,0.9565819404286355,-0.6681944166117828,-0.6789329982924492,0.006078163419565398,-0.32566360955184664,-0.9752802786624176,0.029990201395060558,-0.0319614100347424,-0.9610006169305849,0.9739327470337169,-0.05149668079690274,0.13740248678881814,-0.22183042459800056,0.07889128474803762,-0.15725658041133636,-0.06606636938704238,0.1431167574779077,-0.07796348222672313,0.06662185003303948,0.6753847645272645,-0.09286726821210169,0.0989306323869276,-0.0014120469678650831,0.1499111005683096,-0.034311273023212796,0.04305362642666113,0.03551298730369755,0.014989202184351597,-0.0530149095178463,-0.06843553134874954,0.47864869826588363,-0.47668756810979024,0.013370205533769651,-1.0
-0.8099547511312217,0.8723749397167785,-0.08186614773191062,0.8057012454722365,0.6389918458117124,-0.6880062592047129,0.0745051149129052,-0.5058499479361432,-0.9632956991609191,-0.9833517980620803,0.006912448530437328,-0.9565819404286355,0.6681944166117828,0.6789329982924492,-0.006078163419565398,0.32566360955184664,0.9752802786624176,-0.029990201395060558,0.0319614100347424,0.9610006169305849,-0.9739327470337169,0.05149668079690274,-0.13740248678881814,0.22183042459800056,-0.07889128474803762,0.15725658041133636,0.06606636938704238,-0.1431167574779077,0.07796348222672313,-0.06662185003303948,-0.6753847645272645,0.09286726821210169,-0.0989306323869276,0.0014120469678650831,-0.1499111005683096,0.034311273023212796,-0.04305362642666113,-0.03551298730369755,-0.014989202184351597,0.0530149095178463,0.06843553134874954,-0.47864869826588363,0.47668756810979024,-0.013370205533769651,1.0
0.1672467803689523,-0.2160989083256609,0.06099364987732716,-0.4934346926910864,-0.29253150481838397,0.11607142857142864,0.9219637012518722,0.2629323073527827,0.30599085874368137,0.38495126513476874,-0.003876973703052556,0.7343446486410057,-0.22117738331001136,-0.05809476291103436,-0.9939093175055588,-0.10875174890326425,-0.3466628508869654,0.10360662773809164,-0.16093790892964877,-0.5710550149705336,0.5961570598617706,-0.09857402974283751,-0.21187372748960592,0.19696824339437485,0.03721546690889342,0.003853068168941843,0.06389697781576731,-0.048984227732910474,-0.02203959167815715,0.08463418791007342,0.11683760904761924,0.9063224744742643,-0.9004897263424192,-0.4527635363837132,-0.8486575012084029,0.960111468330968,-0.9476803737826854,0.27142824142252114,-0.27261421505297334,-0.023364203757009285,-0.17225594278981807,0.1639737687588867,-0.09286662992139216,-0.9806396794881252,-1.0
-0.1672467803689523,0.2160989083256609,-0.06099364987732716,0.4934346926910864,0.29253150481838397,-0.11607142857142864,-0.9219637012518722,-0.2629323073527827,-0.30599085874368137,-0.38495126513476874,0.003876973703052556,-0.7343446486410057,0.22117738331001136,0.05809476291103436,0.9939093175055588,0.10875174890326425,0.3466628508869654,-0.10360662773809164,0.16093790892964877,0.5710550149705336,-0.5961570598617706,0.09857402974283751,0.21187372748960592,-0.19696824339437485,-0.03721546690889342,-0.003853068168941843,-0.06389697781576731,0.048984227732910474,0.02203959167815715,-0.08463418791007342,-0.11683760904761924,-0.9063224744742643,0.9004897263424192,0.4527635363837132,0.8486575012084029,-0.960111468330968,0.9476803737826854,-0.27142824142252114,0.27261421505297334,0.023364203757009285,0.17225594278981807,-0.1639737687588867,0.09286662992139216,0.9806396794881252,1.0
0.09563174382178903,-0.08978911833048366,-0.0012453503042379153,-0.3150264861466509,-0.1998702742772424,0.1994201030927836,-0.002004409925756749,-0.05911968075091058,0.18178818570284425,0.1712518586031388,1.6498393267218154e-06,0.5230011695475821,-0.13563621014275143,-0.11394431107684637,0.0003088398094924144,0.0064110252888834925,-0.17653686286873174,-0.002557815438465686,0.004226441438852966,-0.37557354047649627,0.3714956493372849,0.004021146724431381,-0.16673593543239892,0.18626328404342304,-0.00037648437544605197,0.06308066302187361,0.17614659523623738,-0.1961304462016879,0.0002916135450908002,-0.10029650605625771,0.12485594492721504,-0.011118141951058567,0.011247398447503368,0.0007082911824689562,0.04948443335716686,0.024368762001680925,-0.041691341330542364,-0.08195009158669397,0.08957027761688431,0.00011906347250324493,0.12460444901351918,-0.011269689086860912,0.007642297127366493,0.013351933104163976,-1.0
-0.09563174382178903,0.08978911833048366,0.0012453503042379153,0.3150264861466509,0.1998702742772424,-0.1994201030927836,0.002004409925756749,0.05911968075091058,-0.18178818570284425,-0.1712518586031388,-1.6498393267218154e-06,-0.5230011695475821,0.13563621014275143,0.11394431107684637,-0.0003088398094924144,-0.0064110252888834925,0.17653686286873174,0.002557815438465686,-0.004226441438852966,0.37557354047649627,-0.3714956493372849,-0.004021146724431381,0.16673593543239892,-0.18626328404342304,0.00037648437544605197,-0.06308066302187361,-0.17614659523623738,0.1961304462016879,-0.0002916135450908002,0.10029650605625771,-0.12485594492721504,0.011118141951058567,-0.011247398447503368,-0.0007082911824689562,-0.04948443335716686,-0.024368762001680925,0.041691341330542364,0.08195009158669397,-0.08957027761688431,-0.00011906347250324493,-0.12460444901351918,0.011269689086860912,-0.007642297127366493,-0.013351933104163976,1.0
0.13148277062304212,-0.20759349379630845,0.13803218357627361,-0.3749600352485419,-0.7407338769458858,0.7952871870397645,-0.07689907357754396,0.7814352284460447,0.24524226555963924,0.37155996702422767,-0.019407573985195374,0.6008424345771757,-0.837585835449732,-0.8573441116291549,0.006089373131591846,-0.7071471024287301,-0.3112911014767912,0.2452056855026705,-0.3694004347890168,-0.45148478218594773,0.4994979521223151,-0.2773944238330465,-0.6636652955428488,0.6313810321624184,0.14675100338313218,0.51605004522074,0.7364854063224706,-0.7111862866214775,-0.14605584784475814,-0.6443689410854209,0.849331264915136,-0.09248767564873919,0.098356114130931,-0.0004305591941243151,0.1499438310167875,-0.037896533140308226,0.048985037604465875,0.8857134250062119,-0.8746166138347943,-0.13030510690456196,-0.850465790017953,0.7915668892648108,-0.7911872393675696,0.01652530433346715,-1.0
-0.13148277062304212,0.20759349379630845,-0.13803218357627361,0.3749600352485419,0.7407338769458858,-0.7952871870397645,0.07689907357754396,-0.7814352284460447,-0.24524226555963924,-0.37155996702422767,0.019407573985195374,-0.6008424345771757,0.837585835449732,0.8573441116291549,-0.006089373131591846,0.7071471024287301,0.3112911014767912,-0.2452056855026705,0.3694004347890168,0.45148478218594773,-0.4994979521223151,0.2773944238330465,0.6636652955428488,-0.6313810321624184,-0.14675100338313218,-0.51605004522074,-0.7364854063224706,0.7111862866214775,0.14605584784475814,0.6443689410854209,-0.849331264915136,0.09248767564873919,-0.098356114130931,0.0004305591941243151,-0.1499438310167875,0.037896533140308226,-0.048985037604465875,-0.8857134250062119,0.8746166138347943,0.13030510690456196,0.850465790017953,-0.7915668892648108,0.7911872393675696,-0.01652530433346715,1.0
