J,M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M2M2,M3M3,M4M4,M5M5,M6M6,M7M7,M8M8,M2M1,M3M1,M3M2,M4M1,M4M2,M4M3,M5M1,M5M2,M5M3,M5M4,M6M1,M6M2,M6M3,M6M4,M6M5,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7
0.0008213880449491897,0.1517459428398711,-0.1658229658351025,-0.0037473161294751,-0.231873586891633,0.0581999504315763,-0.0726651780985956,-0.0060262246125098,-0.4938760845708506,0.0230268311683614,0.0274972559983495,1.4042378174224744e-05,0.0537653602979916,0.0033872342302379,0.0052802281081006,3.631538308041965e-05,0.2439135869110339,-0.0251629622951513,-0.0011294313075295,0.0019113969451616,-0.0351858760625336,0.0384499658771939,0.0022451802285001,0.0113521340923815,-0.012589600527783,-0.0003211742607429,-0.0174046252144053,-0.0145210672648354,0.0164673157275472,0.0005110417386964,0.0227654132387085,-0.0042291097634399,-0.0026972730203072,0.0028617100120135,6.643976679898399e-05,0.0052649097417691,-0.0005535441089074,0.000531525181437,-0.1597282609352007,0.1537519993552003,0.0053434197916338,0.27354289175237,-0.0287435636413645,0.0358875936439779,0.0070168673495771
0.008325576053825877,0.9590087440157582,-0.9526633546688008,-6.310826892261288e-06,-0.8618747650717659,0.7880251993697472,-0.721717026524035,-0.0353361521217255,-0.3879905919060591,0.919697771098682,0.9075674673288135,3.982653606408826e-11,0.7428281106675116,0.6209837148417299,0.5208754663746946,0.0012486436467697,0.1505366994076141,-0.9136124872307656,-1.2020740886890533e-05,1.849318031033497e-05,-0.8265454359503508,0.8210765049976532,1.4054326194462598e-05,0.9714053293301104,-0.9793190941447908,-7.323592294148611e-06,-0.8759413966592573,-0.9114747131574292,0.9396328738861334,8.547968557334892e-06,0.8404444851731676,-0.5687312037151439,-0.0999549549944294,0.0964038426848152,6.560968845678843e-07,0.114751337500416,-0.0439484603409708,0.0309555407006586,-0.7930315036575378,0.6939349348494256,7.069495595818744e-06,0.798769580063274,-0.3057463635403585,0.2800194163097413,0.032323650768297
0.00027958290800393333,0.2562463659098652,-0.2691260662606096,-0.0034662452106749,-0.0899452464897966,0.0169830008938421,-0.0221945067082831,-0.0007471325565321,-0.6019660066500856,0.0656622000420125,0.07242883954091,1.201485586052734e-05,0.0080901473661102,0.0002884223193602,0.000492596128024,5.582070570302972e-07,0.3623630731622509,-0.0689625764508987,-0.001764165800612,0.0028694649395053,-0.0230481425438774,0.0242066103666398,0.0008055956180271,0.0055938389248391,-0.0059623141192843,-8.669049863536074e-05,-0.0019700780375039,-0.0074895947321683,0.008163061188603,0.0001443824731842,0.0026972526513577,-0.0003769293272651,-0.0005647001217304,0.0005758230617337,7.619375831297001e-06,0.0002532037963117,-2.002610077574431e-05,2.0127755369825116e-05,-0.3287580232670981,0.3041486041328795,0.0060243780227083,0.1293321033016327,-0.0102231892290009,0.0133603385727537,0.0010603508372191
0.006013442230906097,0.1706905987955952,-0.25208414404008,-0.1133639012818342,-0.2416950626918731,0.7877737783038831,-0.6545546508385623,-0.2542761275637889,-0.4556304055094555,0.0291352805171988,0.0635464156764198,0.0128513741138374,0.0584165033296284,0.6205875257831753,0.4284417909343923,0.0646563490488362,0.2075990664247108,-0.0430283934930763,-0.0384332212881023,0.0879035044726237,-0.0412550749768147,0.0609274929973943,0.0707981905915558,0.1728418603330862,-0.25905483793096,-0.1315146368486726,-0.2455613885193941,-0.1471331799750395,0.225498280282297,0.1392612835084593,0.2137526990698929,-0.5156409903974732,-0.1280199625593839,0.1835636767886198,0.0848091721971597,0.2315622190926622,-0.3161487093576157,0.2020243364704385,-0.1657558933635182,0.2156335460169484,0.1491311775845158,0.2630489871742513,-0.3589336860583141,0.2982350009896742,0.2731481365716655
0.006112418134044449,0.0701766818846636,-0.0768093807593774,-0.0008300552596851,-0.387702160588216,0.7340859860045256,-0.7271787600213558,-0.0070864836943519,-0.2692602913501427,0.0049247666803412,0.005899680972639,6.8899173413102e-07,0.1503129653247708,0.5388822348482365,0.5287889490261967,5.0218251150316384e-05,0.0725011044979637,-0.0053902274793088,-0.0001156970370695,0.000196113344587,-0.027207651189596,0.0297791628738535,0.0008315432135818,0.0662182306880043,-0.0735539252204981,-0.0008973290445654,-0.36705904919134,-0.0672030713098433,0.0763321052643978,0.0011328121238039,0.380923110454409,-0.5338117370518253,-0.0014668514252915,0.0015587651430316,1.730614149367245e-05,0.0103519781966762,-0.0082103567653766,0.0062549546395085,-0.040272799481292,0.038827968825268,0.0006452979465677,0.2493599428384149,-0.1976602064676353,0.1958003647869858,0.0044986588342669
1.0129287247973885e-05,0.5778145681228073,-0.693129125056281,-0.2354352584762696,-0.1562336117306525,0.0043394739126038,-0.0044976947369103,-2.069000503669906e-06,-0.6376077403396893,0.3338696751349462,0.4804279840012855,0.0554297609337879,0.0244089414344042,1.883103383816967e-05,2.0229257946431144e-05,4.280763084186324e-12,0.4065436305410845,-0.4005001060477343,-0.2701981625577955,0.501962793542948,-0.0902740568884133,0.1082900666032499,0.0950441895716303,0.0032230228048755,-0.003923700833971,-0.0015045491187169,-0.0008743842683551,-0.0034224220857572,0.0042604543446927,0.001987335434568,0.0009494287186198,-1.9517628977678297e-05,-3.526237736206799e-06,4.106864499351408e-06,1.4331595806595492e-06,1.2179498443923994e-06,-1.4170395828518902e-08,1.1295429770323424e-08,-0.7852152874313719,0.8297090474131826,0.4334171073028872,0.237949178828998,-0.0027668821556783,0.0028677649779391,3.1102416454190324e-06
0.0022502645581631985,0.6169436330740838,-0.7720878953932621,-0.4210632900372421,-0.2653707381131791,0.1465069024477317,-0.1779269708216161,-0.0295205633750723,-0.3032458697332215,0.3806194463906497,0.5961197182127967,0.1772942942169866,0.0704216286467334,0.0214642724648291,0.0316580069457562,0.0008714636619816,0.0919580575102579,-0.4763347112364423,-0.5159590892630791,1.0,-0.1637187872830959,0.2048895346887609,0.288722087054469,0.1161826778586497,-0.1475602854941917,-0.0908454649195365,-0.0501420285061902,-0.1445580822529961,0.1877415159253826,0.140604383948052,0.0637958947544624,-0.0260675293569829,-0.0537195830362573,0.065272014214302,0.0365708010336291,0.0295169859775738,-0.0068260117444304,0.0063755640571761,-0.3987374796823595,0.4395615895371339,0.3686576410896695,0.1922224391907646,-0.0444276130546826,0.0539556190157985,0.0211056868907062
0.0025465206627475877,1.0,-1.0,-0.0005959591520532,-1.0,0.2356253808223884,-0.1186891666684678,-0.2654029004964055,-0.2283174042795328,1.0,1.0,3.551673109159977e-07,1.0,0.0555193200876955,0.0140871182844553,0.0704386995919049,0.0521288370969436,-1.0,-0.0011836924972338,0.0018331684335368,-1.0,1.0,0.00153991266196,0.3028725253609154,-0.3073737150678765,-0.0002067932453815,-0.303887509717129,-0.1563025945249851,0.1622044901217382,0.0001327508380637,0.1603647812147719,-0.0279661800957496,-0.7828312786042417,0.760048479254438,0.0004653552421173,1.0,-0.0986988375694795,0.0382356900667718,-0.4866152294512495,0.4286443616202369,0.0003928587928098,0.545374936495536,-0.0537973753317441,0.0270988024498454,0.1428646028837999
0.007059413931945086,0.1478507958924215,-0.2008115483964874,-0.0483900837257209,-0.2549257515118484,0.6336007701895142,-0.8238493678629248,-1.0,-0.4241505600857951,0.0218598578460224,0.0403252779693948,0.0023416002029822,0.0649871387838806,0.4014499359847455,0.678727780928141,1.0,0.1799036976210937,-0.0296901472548102,-0.0142102736584818,0.0298903455041674,-0.0376909752545004,0.0511920348872324,0.0318749621861481,0.1204140524384559,-0.165977430945986,-0.0451512580980809,-0.2083148285140615,-0.1604082075818368,0.2260936105030705,0.0748193418605382,0.2837653976907226,-0.5219915939980936,-0.4361000854724519,0.5750747700571809,0.1423701116669729,0.9605236078243272,-1.0,1.0,-0.1336565940829015,0.1599067610936439,0.0592594183262866,0.2582794840452521,-0.2687421215466736,0.3494361708053879,1.0
0.008038565617549773,0.403136609343742,-0.317958584891128,-0.114344343799354,-0.0439326340130118,0.8001918315890437,-0.8390046624027045,-0.0965884285803406,-0.4344786393788359,0.1625191257931689,0.1010976617059686,0.0130746289589048,0.0019300763313212,0.6403069673418286,0.7039288235334762,0.0093293245356195,0.1887716880764846,-0.1281807458247437,-0.0915565304360747,0.1118332944114468,-0.0177108531155451,0.013968758141317,0.012980204221925,0.4146523793601928,-0.3319015846843902,-0.134743115953672,-0.0453390208723342,-0.4454220572970448,0.3645748629298994,0.180048189265008,0.0498023151520207,-0.6713646775197675,-0.1148523390509689,0.0879490768956377,0.0324939298926867,0.0159884615984801,-0.1219841818577533,0.0983652413587089,-0.373308042975869,0.2593564674372001,0.1434379541057031,0.0455944340500351,-0.3476662582308664,0.3645296041532266,0.0989403598119443
0.0077178625020939105,0.6687272295703299,-0.5590335258094372,-0.1864703450941008,-0.2468417643515684,0.796080515583185,-0.7053071846825915,-0.0914009870106521,-0.4234932758690479,0.4471961075688088,0.3125184829789307,0.034771189599513,0.0609308566281952,0.6337441872911898,0.4974582247648831,0.0083541404265213,0.1793465547062975,-0.3738409409514785,-0.2476744363161278,0.3206516691694052,-0.1650698092170766,0.1379928218424795,0.1189345443136029,0.6842957002775041,-0.5805498337531624,-0.2186072470027103,-0.2534348981040499,-0.6211298797771636,0.5388500817802242,0.246829907080503,0.2352311681608266,-0.5614813072266421,-0.1802861639219987,0.146326966349656,0.050144477718621,0.0850087955142363,-0.1148397355048798,0.0782494656673927,-0.6035902348064194,0.4444700171869793,0.2280012665647156,0.2497015959569642,-0.3371347453998436,0.2986928501352062,0.091259347621693
0.00522035286524492,0.1859714942183281,-0.1665486235207298,-0.0055966896638828,-0.1787847914165825,0.5581422399022231,-0.5672892570200827,-0.0174390935433563,-0.045294336229811,0.0345853966617976,0.0277384439966498,3.132293519381261e-05,0.0319640016418709,0.3115227599630707,0.3218171011303974,0.0003041219836139,0.0020515768944991,-0.0309732963761559,-0.0020672833545717,0.0028672010721581,-0.0332488748032539,0.0297763609168726,0.0025854812616356,0.1334225020639109,-0.1212636386062959,-0.0046001702277364,-0.1286963541274391,-0.1389332023765916,0.1291211538879085,0.0059586171536818,0.1370354867880327,-0.3166280965856569,-0.0095660532224297,0.0083176489060767,0.0002871557951867,0.0117475909110701,-0.0153621889210171,0.0120082757907272,-0.0179529970107945,0.0141626017946144,0.000731907321389,0.019343302735441,-0.0252806822781911,0.0256949903470273,0.0018622919331666
0.0024339547629651766,0.2972026150933956,-0.203792261603415,-0.1401507991896801,-0.1029547534179697,0.2574668030245686,-0.1955520202664291,-0.0633281720888101,-0.1368767348239266,0.0883293944183531,0.0415312858894347,0.019642246513506,0.0105996812513549,0.0662891546596919,0.0382405926302819,0.0040104573801099,0.0187352405360595,-0.0605675930843323,-0.0827314443419889,0.0878555383407275,-0.0305984219521163,0.0209813820418699,0.0372839208910944,0.098358449982672,-0.0684468688997685,-0.0531391502115779,-0.0341867978480767,-0.076536754102932,0.0544630285286832,0.0514360468203062,0.0272023625979248,-0.0503481534829931,-0.0555152224327651,0.0369590050403463,0.0261128926537959,0.0245661834502163,-0.02573371557648,0.0150318158571524,-0.0867019652339325,0.0523691376619343,0.0553867881180023,0.0336614016951903,-0.035241215323558,0.0267665220222911,0.0204365011710245
