J,S,P,Q,R,target
-0.32674277763701154,0.1523549910804659,-0.00027456162352348934,-0.0008947560530072896,-0.16119139454825177,-1.0
0.5131095166459203,-0.26499067502231993,0.00027456162352348934,4.096531004787324e-05,0.16119139454825177,1.0
-0.5131095166459203,0.26499067502231993,-0.00027456162352348934,-4.096531004787324e-05,-0.16119139454825177,-1.0
-0.02333954716750164,0.0228804794898525,0.01663407276505105,0.00019412263031783235,-0.0017587201098093752,-1.0
0.02333954716750164,-0.0228804794898525,-0.01663407276505105,-0.00019412263031783235,0.0017587201098093752,1.0
0.032694211714635824,-0.008487780216241081,0.01663407276505105,-0.0016793123543863541,-0.0017587201098093752,1.0
-0.032694211714635824,0.008487780216241081,-0.01663407276505105,0.0016793123543863541,0.0017587201098093752,-1.0
0.7748582558651682,-0.32756132813512023,0.04395411769982313,0.00026519274617252744,0.38247162659698225,1.0
-0.7748582558651682,0.32756132813512023,-0.04395411769982313,-0.00026519274617252744,-0.38247162659698225,-1.0
0.8039862601277695,-0.3438728317997666,0.04395411769982313,-0.002874314688163535,0.38247162659698225,1.0
-0.8039862601277695,0.3438728317997666,-0.04395411769982313,0.002874314688163535,-0.38247162659698225,-1.0
0.3271299656046326,-0.1385847345263267,0.05065861214898967,-0.0025776597064747185,0.08266037095940276,1.0
-0.3271299656046326,0.1385847345263267,-0.05065861214898967,0.0025776597064747185,-0.08266037095940276,-1.0
0.41220889244852954,-0.18807245591813887,0.05065861214898967,-0.00403440157389932,0.08266037095940276,1.0
-0.41220889244852954,0.18807245591813887,-0.05065861214898967,0.00403440157389932,-0.08266037095940276,-1.0
0.4225311243886837,-0.16159494728911195,0.08032711099907185,-0.004169937968546663,0.13155037579868895,1.0
-0.4225311243886837,0.16159494728911195,-0.08032711099907185,0.004169937968546663,-0.13155037579868895,-1.0
0.550797807137686,-0.23442633832078322,0.08032711099907185,-0.005145156043857209,0.13155037579868895,1.0
-0.550797807137686,0.23442633832078322,-0.08032711099907185,0.005145156043857209,-0.13155037579868895,-1.0
0.23448863163345712,-0.11922339621313915,0.006962563856157011,0.0004145954459519553,0.059777637404155926,1.0
-0.23448863163345712,0.11922339621313915,-0.006962563856157011,-0.0004145954459519553,-0.059777637404155926,-1.0
0.3111272004103447,-0.16475279257441447,0.006962563856157011,-0.0009108285123785951,0.059777637404155926,1.0
-0.3111272004103447,0.16475279257441447,-0.006962563856157011,0.0009108285123785951,-0.059777637404155926,-1.0
0.1955625427728248,-0.09260507415417063,0.014164882155259115,-0.0002068817152436125,0.05654108593813634,1.0
-0.1955625427728248,0.09260507415417063,-0.014164882155259115,0.0002068817152436125,-0.05654108593813634,-1.0
0.32412884251589213,-0.16845757859817168,0.014164882155259115,-0.0016965407614269483,0.05654108593813634,1.0
-0.32412884251589213,0.16845757859817168,-0.014164882155259115,0.0016965407614269483,-0.05654108593813634,-1.0
0.9612189836551008,-0.36442212862875134,0.0018137285921292906,0.0024509769388042224,0.477964688906359,1.0
-0.9612189836551008,0.36442212862875134,-0.0018137285921292906,-0.0024509769388042224,-0.477964688906359,-1.0
1.0113757609044325,-0.3818277990259348,0.0018137285921292906,0.0022640016459765586,0.477964688906359,1.0
-1.0113757609044325,0.3818277990259348,-0.0018137285921292906,-0.0022640016459765586,-0.477964688906359,-1.0
0.02308049056420447,-0.005633964742196573,0.008019146580571346,0.0006560203926655088,0.015061004341632711,1.0
-0.02308049056420447,0.005633964742196573,-0.008019146580571346,-0.0006560203926655088,-0.015061004341632711,-1.0
0.17797590982573552,-0.09482770707859833,0.008019146580571346,-0.0008652215270441551,0.015061004341632711,1.0
-0.17797590982573552,0.09482770707859833,-0.008019146580571346,0.0008652215270441551,-0.015061004341632711,-1.0
0.4401424776472973,-0.12876601539331856,0.12191411349544867,-0.005775401953953404,0.10816340877672076,1.0
-0.4401424776472973,0.12876601539331856,-0.12191411349544867,0.005775401953953404,-0.10816340877672076,-1.0
0.6312878920612677,-0.22117558342947358,0.12191411349544867,-0.006304334049741121,0.10816340877672076,1.0
-0.6312878920612677,0.22117558342947358,-0.12191411349544867,0.006304334049741121,-0.10816340877672076,-1.0
0.7963751087107717,-0.33843938608417423,-0.001558007000893813,0.0013766098324810329,0.3988499920310765,1.0
-0.7963751087107717,0.33843938608417423,0.001558007000893813,-0.0013766098324810329,-0.3988499920310765,-1.0
0.811303128485481,-0.3467578149716977,-0.001558007000893813,0.0007475834263833145,0.3988499920310765,1.0
-0.811303128485481,0.3467578149716977,0.001558007000893813,-0.0007475834263833145,-0.3988499920310765,-1.0
0.2623384140381054,-0.13874364751650464,0.003396327507974181,0.0025906913557634612,0.05821811954644979,1.0
-0.2623384140381054,0.13874364751650464,-0.003396327507974181,-0.0025906913557634612,-0.05821811954644979,-1.0
0.28098400159387793,-0.14993577011716314,0.003396327507974181,0.002586205070598372,0.05821811954644979,1.0
-0.28098400159387793,0.14993577011716314,-0.003396327507974181,-0.002586205070598372,-0.05821811954644979,-1.0
0.27317479734658623,-0.047130832458984306,0.12037723180535194,-0.005777274458784485,-0.000899821722934846,1.0
-0.27317479734658623,0.047130832458984306,-0.12037723180535194,0.005777274458784485,0.000899821722934846,-1.0
0.28059199517315725,-0.05080192786480986,0.12037723180535194,-0.006229516442353604,-0.000899821722934846,1.0
-0.28059199517315725,0.05080192786480986,-0.12037723180535194,0.006229516442353604,0.000899821722934846,-1.0
0.010135565175202754,0.05399925281200341,0.08552864165088558,-0.003089692464764762,0.009329815065572122,1.0
-0.010135565175202754,-0.05399925281200341,-0.08552864165088558,0.003089692464764762,-0.009329815065572122,-1.0
0.03406181578292378,0.04154360848745259,0.08552864165088558,-0.005451442610922222,0.009329815065572122,1.0
-0.03406181578292378,-0.04154360848745259,-0.08552864165088558,0.005451442610922222,-0.009329815065572122,-1.0
0.5297792800816141,-0.21978003083691006,0.05161325198526483,-0.003569079081303959,0.2620645980684283,1.0
-0.5297792800816141,0.21978003083691006,-0.05161325198526483,0.003569079081303959,-0.2620645980684283,-1.0
0.70162082107517,-0.3220484411165447,0.05161325198526483,-0.003761975307926871,0.2620645980684283,1.0
-0.70162082107517,0.3220484411165447,-0.05161325198526483,0.003761975307926871,-0.2620645980684283,-1.0
0.6160213492163598,-0.2621880082235414,-0.0025559224666081987,0.0011881211570081238,0.3443878211510998,1.0
-0.6160213492163598,0.2621880082235414,0.0025559224666081987,-0.0011881211570081238,-0.3443878211510998,-1.0
0.7827383243858048,-0.36046498547645944,-0.0025559224666081987,0.0008636007742133679,0.3443878211510998,1.0
-0.7827383243858048,0.36046498547645944,0.0025559224666081987,-0.0008636007742133679,-0.3443878211510998,-1.0
0.723974313229212,-0.3119664948023928,0.0004762991671364847,0.0005010632750437356,0.36976643675290777,1.0
-0.723974313229212,0.3119664948023928,-0.0004762991671364847,-0.0005010632750437356,-0.36976643675290777,-1.0
0.7847941145241661,-0.3472155375453217,0.0004762991671364847,-0.000187772048061155,0.36976643675290777,1.0
-0.7847941145241661,0.3472155375453217,-0.0004762991671364847,0.000187772048061155,-0.36976643675290777,-1.0
0.8695766252733396,-0.3403836385048546,0.0006611357012027697,0.002284398313106952,0.4579283636434527,1.0
-0.8695766252733396,0.3403836385048546,-0.0006611357012027697,-0.002284398313106952,-0.4579283636434527,-1.0
0.9721601264695097,-0.38789286733790806,0.0006611357012027697,0.001737532380881434,0.4579283636434527,1.0
-0.9721601264695097,0.38789286733790806,-0.0006611357012027697,-0.001737532380881434,-0.4579283636434527,-1.0
0.0795925200351949,-0.0415497350313907,-0.0016282831872955206,0.001607961469399826,0.026281194486293458,1.0
-0.0795925200351949,0.0415497350313907,0.0016282831872955206,-0.001607961469399826,-0.026281194486293458,-1.0
0.22235971076952288,-0.12529753387493975,-0.0016282831872955206,0.0010652446984434384,0.026281194486293458,1.0
-0.22235971076952288,0.12529753387493975,0.0016282831872955206,-0.0010652446984434384,-0.026281194486293458,-1.0
0.5414846016992751,-0.17028847510129283,0.12729373966890933,-0.005808012103395145,0.1230918875118156,1.0
-0.5414846016992751,0.17028847510129283,-0.12729373966890933,0.005808012103395145,-0.1230918875118156,-1.0
0.6535566198877197,-0.2211790271442123,0.12729373966890933,-0.006528664965414053,0.1230918875118156,1.0
-0.6535566198877197,0.2211790271442123,-0.12729373966890933,0.006528664965414053,-0.1230918875118156,-1.0
0.07315225816837867,-0.04272570333659964,0.0001292772314520907,0.002137722270867339,-0.0021593754826650935,1.0
-0.07315225816837867,0.04272570333659964,-0.0001292772314520907,-0.002137722270867339,0.0021593754826650935,-1.0
0.07688313408982494,-0.04487882851073777,0.0001292772314520907,0.002061418169836758,-0.0021593754826650935,1.0
-0.07688313408982494,0.04487882851073777,-0.0001292772314520907,-0.002061418169836758,0.0021593754826650935,-1.0
0.5296405204942205,-0.23277989439424165,0.0008533163075950256,0.002305759005674188,0.287768266693232,1.0
-0.5296405204942205,0.23277989439424165,-0.0008533163075950256,-0.002305759005674188,-0.287768266693232,-1.0
0.6991850953870209,-0.33508477420622673,0.0008533163075950256,0.0021028282133870087,0.287768266693232,1.0
-0.6991850953870209,0.33508477420622673,-0.0008533163075950256,-0.0021028282133870087,-0.287768266693232,-1.0
0.7205043665987068,-0.24999761529513218,0.13905450300888006,-0.006362291550182854,0.3122353933069627,1.0
-0.7205043665987068,0.24999761529513218,-0.13905450300888006,0.006362291550182854,-0.3122353933069627,-1.0
0.6784546873017328,-0.2828112117328542,0.010298448704554083,0.0004553530491729317,0.3741471179796147,1.0
-0.6784546873017328,0.2828112117328542,-0.010298448704554083,-0.0004553530491729317,-0.3741471179796147,-1.0
0.8290568495245264,-0.36957845673408707,0.010298448704554083,-0.0011426992833472992,0.3741471179796147,1.0
-0.8290568495245264,0.36957845673408707,-0.010298448704554083,0.0011426992833472992,-0.3741471179796147,-1.0
0.9952762429837908,-0.36226107137028407,0.008345409315362748,-0.0008793014237696599,0.4927054488143861,1.0
-0.9952762429837908,0.36226107137028407,-0.008345409315362748,0.0008793014237696599,-0.4927054488143861,-1.0
0.08818754444836074,-0.05229594677361721,-0.002884881591017685,0.0010744389111876553,0.001979541871344803,1.0
-0.08818754444836074,0.05229594677361721,0.002884881591017685,-0.0010744389111876553,-0.001979541871344803,-1.0
0.10771980897816891,-0.06368457591302479,-0.002884881591017685,0.0009809400179072707,0.001979541871344803,1.0
-0.10771980897816891,0.06368457591302479,0.002884881591017685,-0.0009809400179072707,-0.001979541871344803,-1.0
0.2869354618109399,-0.15675933475632647,0.0,-0.003162564249502971,0.0,1.0
-0.2869354618109399,0.15675933475632647,0.0,0.003162564249502971,0.0,-1.0
0.8179488602135476,-0.3340778503379738,-0.082711932658871,0.0044612479209132725,0.402309317884615,1.0
-0.8179488602135476,0.3340778503379738,0.082711932658871,-0.0044612479209132725,-0.402309317884615,-1.0
0.8396677330865343,-0.3391997879694336,-0.082711932658871,0.00430974868125333,0.402309317884615,1.0
-0.8396677330865343,0.3391997879694336,0.082711932658871,-0.00430974868125333,-0.402309317884615,-1.0
-0.24248201719181384,0.06667441729439222,-0.08338193840835018,0.004393590553534879,-0.08397793458265135,-1.0
0.24248201719181384,-0.06667441729439222,0.08338193840835018,-0.004393590553534879,0.08397793458265135,1.0
-0.20839294889915116,0.047390147764022006,-0.08338193840835018,0.004103250097221133,-0.08397793458265135,-1.0
0.20839294889915116,-0.047390147764022006,0.08338193840835018,-0.004103250097221133,0.08397793458265135,1.0
0.13201745922695818,-0.11291345560997584,-0.08416336208306277,0.0029296750162120955,0.07809450313258398,1.0
-0.13201745922695818,0.11291345560997584,0.08416336208306277,-0.0029296750162120955,-0.07809450313258398,-1.0
0.318384198235867,-0.22554913955182987,-0.08416336208306277,0.0020758842732526792,0.07809450313258398,1.0
-0.318384198235867,0.22554913955182987,0.08416336208306277,-0.0020758842732526792,-0.07809450313258398,-1.0
-0.218064865577555,0.062322014960342564,-0.06780385094153521,0.0022290415935226383,-0.08485561152547716,-1.0
0.218064865577555,-0.062322014960342564,0.06780385094153521,-0.0022290415935226383,0.08485561152547716,1.0
-0.16203110669541754,0.030953755254248982,-0.06780385094153521,0.0003556066088184519,-0.08485561152547716,-1.0
0.16203110669541754,-0.030953755254248982,0.06780385094153521,-0.0003556066088184519,0.08485561152547716,1.0
0.580132937455115,-0.28811979266463017,-0.04048380600676312,0.0023001117093773334,0.29937473518131447,1.0
-0.580132937455115,0.28811979266463017,0.04048380600676312,-0.0023001117093773334,-0.29937473518131447,-1.0
0.6092609417177162,-0.3044312963292765,-0.04048380600676312,-0.0008393957249587291,0.29937473518131447,1.0
-0.6092609417177162,0.3044312963292765,0.04048380600676312,0.0008393957249587291,-0.29937473518131447,-1.0
0.13240464719457923,-0.09914319905583663,-0.03377931155759658,-0.0005427407432699125,-0.00043652045626502156,1.0
-0.13240464719457923,0.09914319905583663,0.03377931155759658,0.0005427407432699125,0.00043652045626502156,-1.0
0.21748357403847618,-0.1486309204476488,-0.03377931155759658,-0.001999482610694514,-0.00043652045626502156,1.0
-0.21748357403847618,0.1486309204476488,0.03377931155759658,0.001999482610694514,0.00043652045626502156,-1.0
0.22780580597863032,-0.12215341181862188,-0.004110812707514407,-0.0021350190053418578,0.04845348438302116,1.0
-0.22780580597863032,0.12215341181862188,0.004110812707514407,0.0021350190053418578,-0.04845348438302116,-1.0
0.3560724887276326,-0.19498480285029315,-0.004110812707514407,-0.0031102370806524037,0.04845348438302116,1.0
-0.3560724887276326,0.19498480285029315,0.004110812707514407,0.0031102370806524037,-0.04845348438302116,-1.0
0.03976331322340376,-0.07978186074264909,-0.07747535985042925,0.0024495144091567613,-0.02331925401151186,1.0
-0.03976331322340376,0.07978186074264909,0.07747535985042925,-0.0024495144091567613,0.02331925401151186,-1.0
0.11640188200029133,-0.1253112571039244,-0.07747535985042925,0.001124090450826211,-0.02331925401151186,1.0
-0.11640188200029133,0.1253112571039244,0.07747535985042925,-0.001124090450826211,0.02331925401151186,-1.0
0.0008372243627714493,-0.05316353868368057,-0.07027304155132713,0.0018280372479611935,-0.026555805477531447,1.0
-0.0008372243627714493,0.05316353868368057,0.07027304155132713,-0.0018280372479611935,0.026555805477531447,-1.0
0.12940352410583877,-0.1290160431276816,-0.07027304155132713,0.00033837820177785773,-0.026555805477531447,1.0
-0.12940352410583877,0.1290160431276816,0.07027304155132713,-0.00033837820177785773,0.026555805477531447,-1.0
0.7664936652450476,-0.3249805931582613,-0.08262419511445696,0.004485895902009028,0.39486779749069123,1.0
