M1M1,M1M2,M1M3,M1M4,M1M5,M1M6,M1M7,M1M8,M2M1,M2M2,M2M3,M2M4,M2M5,M2M6,M2M7,M2M8,M3M1,M3M2,M3M3,M3M4,M3M5,M3M6,M3M7,M3M8,M4M1,M4M2,M4M3,M4M4,M4M5,M4M6,M4M7,M4M8,M5M1,M5M2,M5M3,M5M4,M5M5,M5M6,M5M7,M5M8,M6M1,M6M2,M6M3,M6M4,M6M5,M6M6,M6M7,M6M8,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M7M7,M7M8,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7,M8M8
0.052177509700121236,-0.06679312583324695,-0.017300666659306258,-0.03605259447893138,0.07681407363917105,-0.059055456043943876,-0.02604243111327129,-0.016933632199112484,-0.06679312583324695,0.08550277091061699,0.022146814054857397,0.04615140687024189,-0.09833071980308651,0.07559767664944275,0.03333726328353983,0.021676968348809767,-0.017300666659306258,0.022146814054857397,0.005736438334766592,0.01195407605437497,-0.025469492323655578,0.019581209707047634,0.00863497361752406,0.005614739524593669,-0.03605259447893138,0.04615140687024189,0.01195407605437497,0.02491091614246307,-0.053075485263747106,0.04080498323429412,0.017994289370427616,0.01170046976635527,0.07681407363917105,-0.09833071980308651,-0.025469492323655578,-0.053075485263747106,0.11308324109286269,-0.0869395679369457,-0.03833884048462382,-0.02492915584122333,-0.059055456043943876,0.07559767664944275,0.019581209707047634,0.04080498323429412,-0.0869395679369457,0.06684004101771235,0.029475297972751956,0.019165793418398358,-0.02604243111327129,0.03333726328353983,0.00863497361752406,0.017994289370427616,-0.03833884048462382,0.029475297972751956,0.012998094814937185,0.008451782244445347,-0.016933632199112484,0.021676968348809767,0.005614739524593669,0.01170046976635527,-0.02492915584122333,0.019165793418398358,0.008451782244445347,0.005495622560425739
0.4922616344903049,-0.5425862188695915,-0.07951157601932823,-0.18827929412773517,0.6870215511224995,-0.6348753674792658,-0.036663729110693606,-0.6562031002399001,-0.5425862188695915,0.5980555547702314,0.08764015386524919,0.20752734548971943,-0.7572567098214931,0.6997795500571385,0.04041191259690177,0.7232876462906297,-0.07951157601932823,0.08764015386524919,0.012842948298466118,0.030411436437461623,-0.11096978204599302,0.10254697402204474,0.005922035519496465,0.10599189340210766,-0.18827929412773517,0.20752734548971943,0.030411436437461623,0.07201270648268727,-0.2627706967857019,0.24282592360026148,0.01402307340932506,0.2509833142806768,0.6870215511224995,-0.7572567098214931,-0.11096978204599302,-0.2627706967857019,0.9588368839580188,-0.8860594228243932,-0.05116948037123529,-0.9158253257843278,-0.6348753674792658,0.6997795500571385,0.10254697402204474,0.24282592360026148,-0.8860594228243932,0.8188059031845413,0.04728562386628628,0.8463125200427235,-0.036663729110693606,0.04041191259690177,0.005922035519496465,0.01402307340932506,-0.05116948037123529,0.04728562386628628,0.002730720694279083,0.04887411697989407,-0.6562031002399001,0.7232876462906297,0.10599189340210766,0.2509833142806768,-0.9158253257843278,0.8463125200427235,0.04887411697989407,0.8747431824751257
0.8888086614965746,-0.8492361945980396,-0.011731896939806958,-0.7656154720464344,0.5241305654332739,-0.4779819074931736,-0.02514012011589053,-0.04221388792329549,-0.8492361945980396,0.8114256143735148,0.01120955717938449,0.7315279409083498,-0.5007946773511361,0.45670069812633046,0.024020805448731312,0.040334397145505047,-0.011731896939806958,0.01120955717938449,0.00015485605819198276,0.010105799147418682,-0.006918300915646077,0.006309158225753707,0.00033183891092754855,0.0005572053963906751,-0.7656154720464344,0.7315279409083498,0.010105799147418682,0.6594974558977603,-0.4514835280660764,0.41173129784632684,0.021655577587894343,0.0363628384031378,0.5241305654332739,-0.5007946773511361,-0.006918300915646077,-0.4514835280660764,0.30907985207844657,-0.2818659834158664,-0.014825131597182246,-0.0248935343509352,-0.4779819074931736,0.45670069812633046,0.006309158225753707,0.41173129784632684,-0.2818659834158664,0.25704824197608617,0.013519808129870674,0.02270170796750003,-0.02514012011589053,0.024020805448731312,0.00033183891092754855,0.021655577587894343,-0.014825131597182246,0.013519808129870674,0.0007110930246530227,0.0011940277575191918,-0.04221388792329549,0.040334397145505047,0.0005572053963906751,0.0363628384031378,-0.0248935343509352,0.02270170796750003,0.0011940277575191918,0.002004944833233289
0.6595113335718894,-0.6885806684771536,-0.03157056732397233,-0.3751087497133444,0.42459028120714626,-0.33325349590131137,-0.18966143736809987,-0.06792209517726637,-0.6885806684771536,0.7189312948308267,0.03296210579795021,0.39164244870568105,-0.44330498170377614,0.34794233745349273,0.1980211600306462,0.07091590291288424,-0.03157056732397233,0.03296210579795021,0.001511271558836411,0.017956319222746698,-0.020324982112674195,0.015952723467722873,0.00907902392633905,0.0032514059568400163,-0.3751087497133444,0.39164244870568105,0.017956319222746698,0.21334974389211295,-0.2414932411569985,0.1895438271062189,0.10787330106166973,0.03863189440864695,0.42459028120714626,-0.44330498170377614,-0.020324982112674195,-0.2414932411569985,0.2733492173958412,-0.21454702646528317,-0.12210313747018445,-0.04372792403021002,-0.33325349590131137,0.34794233745349273,0.015952723467722873,0.1895438271062189,-0.21454702646528317,0.16839421383247477,0.09583661996871089,0.03432128382718427,-0.18966143736809987,0.1980211600306462,0.00907902392633905,0.10787330106166973,-0.12210313747018445,0.09583661996871089,0.05454259690991744,0.019532950450758268,-0.06792209517726637,0.07091590291288424,0.0032514059568400163,0.03863189440864695,-0.04372792403021002,0.03432128382718427,0.019532950450758268,0.006995195955592704
0.05029821231000709,-0.05952946755655307,-0.007422422121348467,-0.032905163817566176,0.11781295210127467,-0.13217513663009392,-0.03464502400676876,-0.014023439259524349,-0.05952946755655307,0.07045493954586644,0.008784662845282605,0.03894426445711175,-0.13943522021475963,0.1564333034205811,0.041003442028825714,0.016597167853320664,-0.007422422121348467,0.008784662845282605,0.0010953142789236303,0.004855759372137891,-0.017385458084837158,0.01950486136502864,0.005112507597637379,0.002069415213720653,-0.032905163817566176,0.03894426445711175,0.004855759372137891,0.021526606138354696,-0.07707340501149859,0.08646916706733786,0.022664825210486263,0.009174154406846206,0.11781295210127467,-0.13943522021475963,-0.017385458084837158,-0.07707340501149859,0.27595198806013554,-0.3095923756654583,-0.08114866048718192,-0.03284694826914901,-0.13217513663009392,0.1564333034205811,0.01950486136502864,0.08646916706733786,-0.3095923756654583,0.3473337508599326,0.09104122336245514,0.036851210311955374,-0.03464502400676876,0.041003442028825714,0.005112507597637379,0.022664825210486263,-0.08114866048718192,0.09104122336245514,0.023863227604031218,0.00965923772418098,-0.014023439259524349,0.016597167853320664,0.002069415213720653,0.009174154406846206,-0.03284694826914901,0.036851210311955374,0.00965923772418098,0.003909817857014431
0.48672737659399234,-0.41014412599451705,-0.11350443391328216,-0.19589894648563758,0.32940929812617376,-0.17931986134223551,-0.6976584956796501,-0.19818017925983897,-0.41014412599451705,0.3456107303126425,0.09564528128586909,0.16507557629457206,-0.2775789798795847,0.15110509772089312,0.5878866645133588,0.16699787256833465,-0.11350443391328216,0.09564528128586909,0.026469142968962914,0.04568347722837972,-0.07681798416852077,0.041817247867766465,0.16269340173763322,0.0462154588819947,-0.19589894648563758,0.16507557629457206,0.04568347722837972,0.07884577502652924,-0.1325812715057525,0.07217299377470056,0.2807948985051709,0.07976392986770912,0.32940929812617376,-0.2775789798795847,-0.07681798416852077,-0.1325812715057525,0.22293894058581654,-0.12136081203852647,-0.47216410344901966,-0.13412517333488455,-0.17931986134223551,0.15110509772089312,0.041817247867766465,0.07217299377470056,-0.12136081203852647,0.06606493535830313,0.25703100077287006,0.07301344443441429,-0.6976584956796501,0.5878866645133588,0.16269340173763322,0.2807948985051709,-0.47216410344901966,0.25703100077287006,1.0,0.2840647401086607,-0.19818017925983897,0.16699787256833465,0.0462154588819947,0.07976392986770912,-0.13412517333488455,0.07301344443441429,0.2840647401086607,0.08069277657300093
0.9055803599914313,-0.914048688406415,-0.008834959812358741,-0.7985252277635858,0.05344108106242276,-0.0549727593861171,-0.0002445451969573347,-0.4825520469603896,-0.914048688406415,0.9225962064652031,0.008917577926144848,0.8059924545002785,-0.053940823156313406,0.05548682462088425,0.0002468320056511111,0.48706452248605353,-0.008834959812358741,0.008917577926144848,8.619501739937533e-05,0.007790516013965503,-0.0005213781397820712,0.000536321392786618,2.385814758000989e-06,0.004707840552446202,-0.7985252277635858,0.8059924545002785,0.007790516013965503,0.70412584851213,-0.04712342859081791,0.0484740362633387,0.00021563575992382872,0.42550611765749397,0.05344108106242276,-0.053940823156313406,-0.0005213781397820712,-0.04712342859081791,0.003153722487033027,-0.0032441115337421226,-1.4431363876030528e-05,-0.028476879797494976,-0.0549727593861171,0.05548682462088425,0.000536321392786618,0.0484740362633387,-0.0032441115337421226,0.003337091226837693,1.4844982141058555e-05,0.02929305751405958,-0.0002445451969573347,0.0002468320056511111,2.385814758000989e-06,0.00021563575992382872,-1.4431363876030528e-05,1.4844982141058555e-05,6.603759975036061e-08,0.00013030956785238816,-0.4825520469603896,0.48706452248605353,0.004707840552446202,0.42550611765749397,-0.028476879797494976,0.02929305751405958,0.00013030956785238816,0.25713507968289573
0.9535189429149216,-0.9669365816614323,-0.013517960488581688,-0.9010883559005269,0.9301645449193716,-0.8689038356288861,-0.029873563191437646,-0.8192029519881914,-0.9669365816614323,0.9805430294828645,0.013708181261617321,0.9137682068127698,-0.9432535474308343,0.8811307954166857,0.0302939352060181,0.8307305355265433,-0.013517960488581688,0.013708181261617321,0.00019164302621218126,0.012774656321506563,-0.01318686708798983,0.012318378995703275,0.0004235150752647757,0.011613773611306152,-0.9010883559005269,0.9137682068127698,0.012774656321506563,0.8515407388314074,-0.8790181324936132,0.8211259299044201,0.028230923088714024,0.7741579196101633,0.9301645449193716,-0.9432535474308343,-0.01318686708798983,-0.8790181324936132,0.9073821627288431,-0.8476219029017797,-0.029141874440519674,-0.7991383356299943,-0.8689038356288861,0.8811307954166857,0.012318378995703275,0.8211259299044201,-0.8476219029017797,0.7917974584359727,0.027222588322776648,0.7465070226764833,-0.029873563191437646,0.0302939352060181,0.0004235150752647757,0.028230923088714024,-0.029141874440519674,0.027222588322776648,0.0009359329296853265,0.025665469296308543,-0.8192029519881914,0.8307305355265433,0.011613773611306152,0.7741579196101633,-0.7991383356299943,0.7465070226764833,0.025665469296308543,0.7038071781716516
1.0,-1.0,-0.003986579217506914,-1.0,1.0,-1.0,-0.02051198348676254,-1.0,-1.0,1.0,0.003986579217506914,1.0,-1.0,1.0,0.02051198348676254,1.0,-0.003986579217506914,0.003986579217506914,1.589281385745804e-05,0.003986579217506914,-0.003986579217506914,0.003986579217506914,8.177264707817255e-05,0.003986579217506914,-1.0,1.0,0.003986579217506914,1.0,-1.0,1.0,0.02051198348676254,1.0,1.0,-1.0,-0.003986579217506914,-1.0,1.0,-1.0,-0.02051198348676254,-1.0,-1.0,1.0,0.003986579217506914,1.0,-1.0,1.0,0.02051198348676254,1.0,-0.02051198348676254,0.02051198348676254,8.177264707817255e-05,0.02051198348676254,-0.02051198348676254,0.02051198348676254,0.00042074146656121916,0.02051198348676254,-1.0,1.0,0.003986579217506914,1.0,-1.0,1.0,0.02051198348676254,1.0
0.12301598004505004,-0.1589218511164784,-0.0677147824344996,-0.03327331563613718,0.09418175915129097,-0.11339754419331335,-0.03378085399885927,-0.047153312293398426,-0.1589218511164784,0.20530791815046306,0.08747935486511042,0.04298512202838448,-0.12167150560641135,0.1464959888029537,0.04364080055150711,0.06091640836577483,-0.0677147824344996,0.08747935486511042,0.03727395220094514,0.01831546867610493,-0.051842836417614925,0.06242026467492055,0.01859484579277142,0.02595578462118646,-0.03327331563613718,0.04298512202838448,0.01831546867610493,0.00899975379634883,-0.025474246502445782,0.03067172475417558,0.009137032580244354,0.012754010029046836,0.09418175915129097,-0.12167150560641135,-0.051842836417614925,-0.025474246502445782,0.07210610973942896,-0.08681782798991941,-0.02586282086343878,-0.03610085372628917,-0.11339754419331335,0.1464959888029537,0.06242026467492055,0.03067172475417558,-0.08681782798991941,0.10453115948322586,0.031139579449927332,0.0434664651917059,-0.03378085399885927,0.04364080055150711,0.01859484579277142,0.009137032580244354,-0.02586282086343878,0.031139579449927332,0.00927640536192407,0.01294855479395909,-0.047153312293398426,0.06091640836577483,0.02595578462118646,0.012754010029046836,-0.03610085372628917,0.0434664651917059,0.01294855479395909,0.018074357977105972
