M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M2M2,M3M3,M4M4,M5M5,M6M6,M7M7,M8M8,M2M1,M3M1,M3M2,M4M1,M4M2,M4M3,M5M1,M5M2,M5M3,M5M4,M6M1,M6M2,M6M3,M6M4,M6M5,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7,target
0.0,-16.58,0.0,0.0,0.0,-13.07,0.0,0.0,0.0,912.8947999999999,0.0,0.0,0.0,427.38899999999984,0.0,0.0,-912.8948,0.0,179934.0334628896,0.0,21300.296155999993,0.0,0.0,-542.1659999999998,0.0,0.0,-719.6342000000001,1261.8002,141841.84664414762,16791.005473999998,-427.3889999999999,0.0,111813.80793962668,0.0,0.0,0.0,88142.73038425337,0.0,40380.09094200001,0.0,0.0,0.0,31831.591593000016,0.0,-1.0
0.0,16.58,0.0,0.0,0.0,13.07,0.0,0.0,0.0,-912.8947999999999,0.0,0.0,0.0,-427.38899999999984,0.0,0.0,912.8948,0.0,-179934.0334628896,0.0,-21300.296155999993,0.0,0.0,542.1659999999998,0.0,0.0,719.6342000000001,-1261.8002,-141841.84664414762,-16791.005473999998,427.3889999999999,0.0,-111813.80793962668,0.0,0.0,0.0,-88142.73038425337,0.0,-40380.09094200001,0.0,0.0,0.0,-31831.591593000016,0.0,1.0
8.530000000000001,-15.075,-5185.811901435823,324.7409500000001,-54.980000000000004,60.625,8341.48762990605,-466.06125000000065,396.9009000000001,852.717375,29386248.30080382,-522650.79853819264,-4820.6464,-6450.196874999999,-125834547.109133,917865.0571798139,-1183.9392000000003,-289632.46295651834,378760.3945633745,1381.6804540000012,5893.323349499988,6506051.180648544,-1810.3090000000002,1788.1677000000007,-143138.85711398072,116960.25096300001,1913.3319,-1825.3485,208203.0143515332,-132123.061844,11165.197099999998,259451.09074915515,-244424.0784180064,30961566.68556148,-18323958.812022444,1560776.0680158515,-1802044.0037744034,-38484.88574700004,56051.590005000035,12853994.845743496,110549.58610872063,67413.83717699998,-69808.81271249996,-9397084.796305194,-1.0
-8.530000000000001,15.075,5185.811901435823,-324.7409500000001,54.980000000000004,-60.625,-8341.48762990605,466.06125000000065,-396.9009000000001,-852.717375,-29386248.30080382,522650.79853819264,4820.6464,6450.196874999999,125834547.109133,-917865.0571798139,1183.9392000000003,289632.46295651834,-378760.3945633745,-1381.6804540000012,-5893.323349499988,-6506051.180648544,1810.3090000000002,-1788.1677000000007,143138.85711398072,-116960.25096300001,-1913.3319,1825.3485,-208203.0143515332,132123.061844,-11165.197099999998,-259451.09074915515,244424.0784180064,-30961566.68556148,18323958.812022444,-1560776.0680158515,1802044.0037744034,38484.88574700004,-56051.590005000035,-12853994.845743496,-110549.58610872063,-67413.83717699998,69808.81271249996,9397084.796305194,1.0
8.530000000000001,-18.565,-5185.811901435823,324.7409500000001,-54.980000000000004,36.265,8341.48762990605,-466.06125000000065,396.9009000000001,985.3373750000001,29386248.30080382,-522650.79853819264,-4820.6464,-2974.999275,-125834547.109133,917865.0571798139,-1316.5592000000001,-289632.46295651834,380438.56481255183,1381.6804540000012,12643.611898499992,6506051.180648544,-1810.3090000000002,1290.2843,-143138.85711398072,116960.25096300001,987.6519000000001,-401.78510000000006,219916.54652057582,-85006.43460800001,7689.9995,259451.09074915515,-162664.29514067722,30961566.68556148,-18323958.812022444,1560776.0680158515,-1231365.4018730463,-38484.88574700004,61298.27243100004,12853994.845743496,110549.58610872063,67413.83717699998,-33187.27004849996,-9397084.796305194,-1.0
-8.530000000000001,18.565,5185.811901435823,-324.7409500000001,54.980000000000004,-36.265,-8341.48762990605,466.06125000000065,-396.9009000000001,-985.3373750000001,-29386248.30080382,522650.79853819264,4820.6464,2974.999275,125834547.109133,-917865.0571798139,1316.5592000000001,289632.46295651834,-380438.56481255183,-1381.6804540000012,-12643.611898499992,-6506051.180648544,1810.3090000000002,-1290.2843,143138.85711398072,-116960.25096300001,-987.6519000000001,401.78510000000006,-219916.54652057582,85006.43460800001,-7689.9995,-259451.09074915515,162664.29514067722,-30961566.68556148,18323958.812022444,-1560776.0680158515,1231365.4018730463,38484.88574700004,-61298.27243100004,-12853994.845743496,-110549.58610872063,-67413.83717699998,33187.27004849996,9397084.796305194,1.0
-11.079999999999998,3.594999999999999,-5375.071435431112,-511.3209499999999,-49.74000000000001,47.265000000000015,-2070.4554808649273,-925.8796500000003,-732.8311999999999,-270.4698249999999,29441434.779831827,395443.9901783874,-4100.5656,-4397.299275000001,9676152.068281014,1397698.8923134136,1071.3770999999997,-294817.59460534045,384702.23407173605,-25249.747703,35688.940459499994,6957669.0966323,-4203.2388,4038.560700000001,-170674.84194661534,-3685.514702999986,4156.9349,-3890.4431000000004,241180.2973232238,11017.06886199999,8524.087500000001,-85158.19635958728,138969.69677835796,36460800.59082171,3990871.5901336484,61768.61835815404,-28265.37542345989,-44511.42008100002,64231.578519000024,13185571.813493425,1487939.3782887005,-1242.499310999985,14788.430071499992,7452583.563741695,-1.0
11.079999999999998,-3.594999999999999,5375.071435431112,511.3209499999999,49.74000000000001,-47.265000000000015,2070.4554808649273,925.8796500000003,732.8311999999999,270.4698249999999,-29441434.779831827,-395443.9901783874,4100.5656,4397.299275000001,-9676152.068281014,-1397698.8923134136,-1071.3770999999997,294817.59460534045,-384702.23407173605,25249.747703,-35688.940459499994,-6957669.0966323,4203.2388,-4038.560700000001,170674.84194661534,3685.514702999986,-4156.9349,3890.4431000000004,-241180.2973232238,-11017.06886199999,-8524.087500000001,85158.19635958728,-138969.69677835796,-36460800.59082171,-3990871.5901336484,-61768.61835815404,28265.37542345989,44511.42008100002,-64231.578519000024,-13185571.813493425,-1487939.3782887005,1242.499310999985,-14788.430071499992,-7452583.563741695,1.0
-11.079999999999998,1.9849999999999994,-5375.071435431112,-511.3209499999999,-49.74000000000001,39.14500000000001,-2070.4554808649273,-925.8796500000003,-732.8311999999999,-146.14562499999988,29441434.779831827,395443.9901783874,-4100.5656,-3323.9976750000005,9676152.068281014,1397698.8923134136,947.0528999999997,-294817.59460534045,384866.9886018344,-25249.747703,36110.85110249999,6957669.0966323,-4203.2388,3825.750900000001,-170674.84194661534,-3685.514702999986,3529.9085000000005,-3050.6069000000007,242011.2332141545,13144.966017999988,7450.785900000001,-85158.19635958728,143160.50388044328,36460800.59082171,3990871.5901336484,61768.61835815404,-7129.130908594787,-44511.42008100002,65171.35258500002,13185571.813493425,1487939.3782887005,-1242.499310999985,19528.160143499998,7452583.563741695,-1.0
11.079999999999998,-1.9849999999999994,5375.071435431112,511.3209499999999,49.74000000000001,-39.14500000000001,2070.4554808649273,925.8796500000003,732.8311999999999,146.14562499999988,-29441434.779831827,-395443.9901783874,4100.5656,3323.9976750000005,-9676152.068281014,-1397698.8923134136,-947.0528999999997,294817.59460534045,-384866.9886018344,25249.747703,-36110.85110249999,-6957669.0966323,4203.2388,-3825.750900000001,170674.84194661534,3685.514702999986,-3529.9085000000005,3050.6069000000007,-242011.2332141545,-13144.966017999988,-7450.785900000001,85158.19635958728,-143160.50388044328,-36460800.59082171,-3990871.5901336484,-61768.61835815404,7129.130908594787,44511.42008100002,-65171.35258500002,-13185571.813493425,-1487939.3782887005,1242.499310999985,-19528.160143499998,-7452583.563741695,1.0
