J,M1,M2,M3,M4,M5,M6,M7,M8,target
0.0002225637488733733,-0.2989748016721647,0.3385193949665825,-0.2246084879050435,0.37089467907897816,0.10933577704853137,-0.07292828745867219,0.20966670937786624,-0.09727560095140919,1.0
0.0042441172445572386,0.3324381322557238,-0.2540325967616428,-0.311441971111664,0.07044887598737279,0.1773980235258783,-0.45510697889833207,0.17247134432142613,-0.1711077812878139,1.0
0.0024726445612737406,-0.23397762839369907,0.41124023322993625,-0.369623433315122,0.18254172109786648,0.26343488744746096,-0.332926394326011,-0.2660479307357617,-0.3408106620968243,1.0
-0.00011059962299303852,-0.04505593772675842,0.09849253301781208,-0.256696096633033,-0.04903153152596901,-0.129583459188079,-0.03202309959906158,-0.2979129496389641,0.1946818939739397,-1.0
0.0016732755985552272,-0.33282402983345427,0.485491776193065,-0.3996453661136519,0.40173992356830784,0.1063374477169522,-0.301313191754055,-0.21893745662966901,-0.22159944532858777,1.0
-0.0004486424776686711,-0.29666202950766263,0.3789734898148445,-0.35426472797472,0.3251233793915911,-0.040956973888766623,-0.027477468340736833,-0.2570443308133076,0.0019534866943224927,-1.0
0.0036639872029412424,-0.3969082896548962,0.5731960389285067,-0.3650579437261899,0.5932933373057716,0.44311621469881046,-0.44120344076861184,-0.011811569230136987,-0.2013689284539848,1.0
-0.0009340060893167582,-0.11368995612266153,0.2983535330924287,-0.3603243744781881,-0.010157671213698816,-0.20887621524489208,0.04549730228595772,-0.2963855982869057,0.4189431358995533,-1.0
0.007536362425634482,0.34332166348860116,-0.1845573641179794,-0.4052453998328749,0.058516419621324284,0.6528772527999481,-0.8054159651934039,-0.3002744682146445,0.03533438057412919,1.0
0.005764041245682896,0.105271639663999,0.04798013068551271,-0.4054987420007383,-0.1477182882124881,0.5181452679468868,-0.6469971028309094,-0.3224972348426896,-0.2092767161620861,1.0
0.005934074091546743,0.246879499779176,-0.019377271806679197,-0.2632256445015001,-0.023694606349313807,0.5693173809243456,-0.6227573984300522,-0.233553567355902,-0.10537867535705531,1.0
0.0057910696957126796,-0.219207246163455,0.41902465543155015,-0.3189974412289387,0.1693508465182369,0.5393682177090853,-0.6789221652028695,-0.3159803760318679,-0.1771701701267088,1.0
0.0061408799937330925,-0.06371404205499598,0.11036977817573262,-0.2330011043728953,-0.025294364017157206,0.6040643830216402,-0.6682500523992077,-0.26140677072612617,-0.052054008526610185,1.0
0.0008785243944084298,-0.08133292333530495,0.06202850351230638,0.10969661216887233,0.09847670803143369,0.11095013080361027,-0.1183123398443574,-0.04222716353098982,-0.17416124242780717,1.0
0.0036937497930878554,-0.19063775890199508,0.4004788248963364,-0.2912704204786369,0.1259386490646262,0.38333905012517216,-0.45204373812566345,-0.2668191951148541,-0.32034065264927636,1.0
0.002334254478344782,-0.05984983967392965,0.18299425452762413,-0.4037623974302355,-0.08183294836564302,0.12201425614299144,-0.3276319614882728,-0.1845937503354718,-0.2285990128909693,1.0
0.008169491589188201,-0.3794584018962118,0.5199688742498376,-0.4066199521658434,0.5286171148315757,0.7172858720155361,-0.8364020675713136,-0.3241274626798617,0.18098862331375015,1.0
0.003964823703256118,-0.3547566014183261,0.43294085041518765,-0.347885095380825,0.47678800993669374,0.39185024394489354,-0.5127418815034179,-0.3241502921834372,-0.3326348570412245,1.0
0.00012291099490650652,0.14227773649728698,-0.07960474561094949,-0.275024835443357,-0.09848449024991812,-0.16390383502874606,-0.005492620163215167,-0.2857279432675489,0.29049135958174316,1.0
0.0015464913076405126,0.3453887852763088,-0.1259002483664311,-0.2963595990412683,0.09563351713586088,-0.0715503427515346,-0.10216281955065143,-0.2758817916965894,0.06167523482238252,1.0
0.0008591706553501433,0.2429647735617475,0.0036690010979288923,-0.1882606542673057,-0.004338039413657013,-0.14085748464572112,-0.0640301413764427,-0.1953710474917729,0.2547321860641563,1.0
0.005037531872932419,-0.4785121252851766,0.628759766770064,-0.3990802881525067,0.8502074596484965,0.5164114588399521,-0.6039232638959319,-0.3022722717519123,-0.20559239891249168,1.0
0.0033806471866345217,-0.19659782939145776,0.3592926353490455,-0.3924136530084488,0.10499557821802596,0.2824282883925235,-0.45572478245877374,-0.2697997235654495,-0.34447652721688327,1.0
0.0035980655383358456,-0.00944969960094888,-0.06428192254804771,0.5451370282419716,0.1744497931160029,0.24092693940029997,-0.46194465291441017,-0.12259565750535309,-0.2921990591299653,1.0
0.003636990243979451,-0.3029661847447631,0.370343555797171,-0.3180412385582368,0.35158037882766174,0.2861672409056081,-0.514162153573626,-0.09112742876800359,-0.2914704490075069,1.0
0.003912765434618442,0.491672713556852,-0.3348921791222965,-0.4073347768698333,0.36574204776010893,0.12128984475923776,-0.3223514736009412,-0.19970704950008,-0.23233970685203398,1.0
0.0012645702642965096,-0.011803413494916648,0.3687450566552611,0.5915855309209757,0.1902795308284998,0.08835515100009728,-0.16406107381189028,-0.2756231948967029,-0.2168837343800881,1.0
-0.0009005654037669408,0.1688314969080283,-0.014249197872363117,-0.405502544146328,-0.1273845149649331,-0.23285517062490524,0.13803176744217494,-0.3025348473490148,0.4923200065644164,-1.0
0.007048757675003573,-0.09048557762247023,0.22105891507573577,-0.4074437445588143,-0.05208192369183551,0.6445222041901525,-0.7699188826460587,-0.323227925874067,0.010525469174276714,1.0
0.0017226151636998794,-0.07562721422890617,0.3707729205973586,0.11373229036971483,0.09385657329062058,0.05720204848863386,-0.2615261353725077,-0.1910226734200128,-0.14957982318752058,1.0
0.0023989892448043233,0.26350619744541026,-0.2042079455938942,-0.25441805986643407,-0.0033482941595564253,0.1757205290848184,-0.21882247148468925,-0.190791959803774,-0.27816221411159237,1.0
0.0017080993950728124,0.22164807012011606,-0.11623506337074813,-0.3771673850936636,-0.08246139634914261,-0.0542361427525585,-0.1803289148969257,-0.07620430523733349,0.083509052960686,1.0
-0.00027087995380673663,-0.21902779943430728,0.49448541246948713,0.009039797889103474,0.2707568224337027,-0.07260240310037835,-0.0447248365482783,-0.3227477850702669,0.050055904286491204,-1.0
0.006691457895374236,0.1993078234418405,-0.022433991024698008,-0.3849107735173404,-0.10227799285124511,0.5981453703371884,-0.7289887629054177,-0.3213192215475854,-0.08092597836717658,1.0
-0.0021788563151593845,-0.27519201235569124,0.4851054757869379,-0.2853787818773465,0.29651676354931017,-0.27838045846964043,0.16038045205303475,-0.3222756851953589,0.638845199999206,-1.0
0.006301371650044404,0.3988813325748951,-0.3015658810612602,-0.3550305409928709,0.17326045070011847,0.5848790002610953,-0.6386804189232133,-0.23494599645469738,-0.0791019111069976,1.0
0.002501138826755251,0.3216843950162591,-0.1904141217102107,-0.4038203996896859,0.025565449773091692,0.2081057282254224,-0.20705631393548474,-0.004796235281826211,-0.2430274715468307,1.0
0.0009087438735080758,-0.2177089530851335,0.2340745952053554,-0.1136296654081762,0.23019591631730357,0.21386859569994865,-0.1173966214343184,0.6758485055805925,-0.0431202341667975,1.0
0.0028127792483502185,0.3563994972007182,-0.2518013494931406,-0.3709619683427944,0.09075420863420539,0.22242842491292558,-0.23479831375969384,-0.0708387262901588,-0.2696527811857705,1.0
0.004021553495683865,0.6314129339278884,-0.5925519917282254,-0.08683348320662049,-0.3004458030916054,0.06806224647734693,-0.3821786914396599,-0.03719536505644011,-0.0738321803364047,1.0
0.0022500808124003673,0.06499717327846566,0.07272083826335374,-0.14501494541007848,-0.18835295798111168,0.1540991103989296,-0.2599981068673388,-0.47571464011362796,-0.2435350611454151,1.0
-0.00033316337186641183,0.2539188639454063,-0.24002686194877043,-0.03208760872798949,-0.41992621060494717,-0.23891923623661038,0.040905187859610614,-0.5075796590168303,0.2919574949253489,-1.0
0.0014507118496818539,-0.033849228161289546,0.14697238122648248,-0.1750368782086084,0.030845244489329682,-0.002998329331579175,-0.22838490429538283,-0.42860416600753526,-0.12432384437717858,1.0
-0.0006712062265420444,0.002312772164502097,0.04045409484826201,-0.1296562400696765,-0.04577129968738708,-0.150292750937298,0.04545081911793536,-0.4667110401911738,0.09922908764573168,-1.0
0.003441423454067869,-0.09793348798273149,0.23467664396192423,-0.1404494558211464,0.2223986582267934,0.3337804376502791,-0.36827515330993965,-0.22147827860800323,-0.1040933275025756,1.0
-0.0011565698381901315,0.1852848455495032,-0.04016586187415383,-0.1357158865731446,-0.381052350292677,-0.31821199229342345,0.11842558974462991,-0.5060523076647719,0.5162187368509625,-1.0
0.007313798676761109,0.6422964651607659,-0.523076759084562,-0.18063691192783138,-0.31237825945765385,0.5435414757514168,-0.7324876777347317,-0.5099411775925108,0.13260998152553838,1.0
0.005541477496809523,0.4042464413361637,-0.2905392642810698,-0.18089025409569479,-0.5186129672914662,0.4088094908983554,-0.5740688153722373,-0.5321639442205558,-0.1120011152106769,1.0
0.00571151034267337,0.5458543014513407,-0.3578966667732617,-0.03861715659645659,-0.39458928542829197,0.4599816038758142,-0.54982911097138,-0.44322027673376824,-0.008103074405646116,1.0
0.005568505946839306,0.07976755550870973,0.08050526046496764,-0.09438895332389519,-0.20154383256074127,0.4300324406605539,-0.6059938777441973,-0.5256470854097341,-0.0798945691752996,1.0
0.005918316244859719,0.23526075961716875,-0.22814961679084989,-0.008392616467851804,-0.39618904309613534,0.4947286059731089,-0.5953217649405355,-0.4710734801039924,0.045221592424799006,1.0
0.0006559606455350565,0.21764187833685977,-0.27649089145427613,0.33430510007391584,-0.2724179710475445,0.0016143537550789011,-0.045384052385685214,-0.25189387290885606,-0.07688564147639798,1.0
